=== 调试日志生成时间: 2025-10-30 16:46:08 ===

[2025-10-30 16:46:08] 系统: 调试系统初始化完成
[2025-10-30 16:46:08] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0006秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 扫描媒体文件 耗时: 0.0507秒
[2025-10-30 16:46:41] 系统: 首页数据生成完成，分类数: 270
[2025-10-30 16:46:41] 性能监控: 获取首页 耗时: 0.4144秒
=== 调试日志生成时间: 2025-10-30 16:46:41 ===

[2025-10-30 16:46:41] 系统: 调试系统初始化完成
[2025-10-30 16:46:41] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.003秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0006秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 扫描媒体文件 耗时: 0.0541秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0006秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 扫描媒体文件 耗时: 0.0539秒
[2025-10-30 16:46:41] 性能监控: 解析数据库文件 耗时: 0.0187秒
[2025-10-30 16:46:42] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/videos_vod.json, 找到视频: 111464个
[2025-10-30 16:46:42] 性能监控: 解析JSON文件 耗时: 1.3498秒
[2025-10-30 16:46:42] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/动漫剧情.json, 找到视频: 237个
[2025-10-30 16:46:42] 性能监控: 解析JSON文件 耗时: 0.007秒
[2025-10-30 16:46:42] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产新片.json, 找到视频: 1800个
[2025-10-30 16:46:42] 性能监控: 解析JSON文件 耗时: 0.0284秒
[2025-10-30 16:46:42] 性能监控: 解析数据库文件 耗时: 1.1491秒
[2025-10-30 16:46:42] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产视频.json, 找到视频: 32587个
[2025-10-30 16:46:42] 性能监控: 解析JSON文件 耗时: 0.4372秒
[2025-10-30 16:46:43] 性能监控: 解析数据库文件 耗时: 0.2963秒
[2025-10-30 16:46:43] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/完整版.json, 找到视频: 76714个
[2025-10-30 16:46:43] 性能监控: 解析JSON文件 耗时: 0.8814秒
[2025-10-30 16:46:43] 性能监控: 获取热门视频 耗时: 14.7908秒
[2025-10-30 16:46:43] 性能监控: 获取分类 耗时: 15.1144秒
[2025-10-30 16:46:52] 性能监控: 解析数据库文件 耗时: 9.3634秒
[2025-10-30 16:46:52] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/AV.json, 找到视频: 1个
[2025-10-30 16:46:52] 性能监控: 解析JSON文件 耗时: 0.0018秒
[2025-10-30 16:46:54] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_auto_export_1761582324.json, 找到视频: 122024个
[2025-10-30 16:46:54] 性能监控: 解析JSON文件 耗时: 1.5723秒
[2025-10-30 16:46:56] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_videos_auto.json, 找到视频: 234601个
[2025-10-30 16:46:56] 性能监控: 解析JSON文件 耗时: 2.8187秒
[2025-10-30 16:46:58] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/videos_vod.json, 找到视频: 111464个
[2025-10-30 16:46:58] 性能监控: 解析JSON文件 耗时: 1.4922秒
[2025-10-30 16:46:58] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/动漫剧情.json, 找到视频: 237个
[2025-10-30 16:46:58] 性能监控: 解析JSON文件 耗时: 0.007秒
[2025-10-30 16:46:58] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产新片.json, 找到视频: 1800个
[2025-10-30 16:46:58] 性能监控: 解析JSON文件 耗时: 0.031秒
[2025-10-30 16:46:59] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产视频.json, 找到视频: 32587个
[2025-10-30 16:46:59] 性能监控: 解析JSON文件 耗时: 0.5601秒
[2025-10-30 16:47:00] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/完整版.json, 找到视频: 76714个
[2025-10-30 16:47:00] 性能监控: 解析JSON文件 耗时: 1.0004秒
[2025-10-30 16:47:00] 性能监控: 获取热门视频 耗时: 19.1096秒
[2025-10-30 16:47:00] 性能监控: 获取分类 耗时: 19.334秒
